id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
6653515117,81256.62000000,0.00200000,162.51324000,1788480003992,false,true
6653515118,81256.61000000,0.00062000,50.37909820,1788480004070,true,true
6653515119,81256.62000000,0.00366000,297.39922920,1788480004230,false,true
6653515120,81256.62000000,0.00090000,73.13095800,1788480004230,false,true
6653515121,81256.62000000,0.01166000,947.45218920,1788480004230,false,true
6653515122,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515123,81256.62000000,0.00973000,790.62691260,1788480004230,false,true
6653515124,81256.62000000,0.00010000,8.12566200,1788480004230,false,true
6653515125,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515126,81256.62000000,0.04921000,3998.63827020,1788480004230,false,true
6653515127,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515128,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515129,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515130,81256.62000000,0.00013000,10.56336060,1788480004230,false,true
6653515131,81256.62000000,0.00008000,6.50052960,1788480004230,false,true
6653515132,81256.62000000,0.00013000,10.56336060,1788480004230,false,true
6653515133,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515134,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515135,81256.62000000,0.00007000,5.68796340,1788480004230,false,true
6653515136,81256.63000000,0.00007000,5.68796410,1788480004230,false,true
6653515137,81256.63000000,0.00007000,5.68796410,1788480004230,false,true
6653515138,81256.63000000,0.00013000,10.56336190,1788480004230,false,true
6653515139,81256.64000000,0.00013000,10.56336320,1788480004230,false,true
6653515140,81256.86000000,0.00007000,5.68798020,1788480004230,false,true
6653515141,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515142,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515143,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515144,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515145,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515146,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515147,81257.10000000,0.00007000,5.68799700,1788480004230,false,true
6653515148,81257.92000000,0.00007000,5.68805440,1788480004230,false,true
6653515149,81257.92000000,0.00007000,5.68805440,1788480004230,false,true
6653515150,81257.92000000,0.00007000,5.68805440,1788480004230,false,true
6653515151,81257.93000000,0.01622000,1318.00362460,1788480004230,false,true
6653515152,81257.93000000,0.00007000,5.68805510,1788480004230,false,true
6653515153,81257.93000000,0.00007000,5.68805510,1788480004230,false,true
6653515154,81257.93000000,0.00007000,5.68805510,1788480004230,false,true
6653515155,81257.93000000,0.00007000,5.68805510,1788480004230,false,true
6653515156,81257.93000000,0.00007000,5.68805510,1788480004230,false,true
6653515157,81257.93000000,0.00007000,5.68805510,1788480004230,false,true
6653515158,81258.24000000,0.00355000,288.46675200,1788480004230,false,true
6653515159,81258.24000000,0.00500000,406.29120000,1788480004230,false,true
6653515160,81258.24000000,0.00007000,5.68807680,1788480004230,false,true
6653515161,81258.24000000,0.00007000,5.68807680,1788480004230,false,true
6653515162,81259.22000000,0.00007000,5.68814540,1788480004230,false,true
6653515163,81259.22000000,0.00007000,5.68814540,1788480004230,false,true
6653515164,81259.22000000,0.00007000,5.68814540,1788480004230,false,true
6653515165,81259.23000000,0.01946000,1581.30461580,1788480004230,false,true
6653515166,81259.23000000,0.00007000,5.68814610,1788480004230,false,true
6653515167,81259.23000000,0.00007000,5.68814610,1788480004230,false,true
6653515168,81259.23000000,0.00007000,5.68814610,1788480004230,false,true
6653515169,81259.23000000,0.00007000,5.68814610,1788480004230,false,true
6653515170,81259.23000000,0.00007000,5.68814610,1788480004230,false,true
6653515171,81259.23000000,0.00007000,5.68814610,1788480004230,false,true
6653515172,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515173,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515174,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515175,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515176,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515177,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515178,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515179,81259.92000000,0.00007000,5.68819440,1788480004232,false,true
6653515180,81259.98000000,0.00007000,5.68819860,1788480004232,false,true
6653515181,81259.98000000,0.00007000,5.68819860,1788480004232,false,true
6653515182,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515183,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515184,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515185,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515186,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515187,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515188,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515189,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515190,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
6653515191,81260.01000000,0.00007000,5.68820070,1788480004232,false,true
